DictWordID,HoaBun,HanLoTaibunPoj,,,
273,黃鸝鳥,黃鶯,n̄g-ing,Ng5ing1,£g-eng
274,黑面琶鷺,撓杯,la-bue,La7pue1,Lä-poe
275,獅,獅,sai,Sai1,Sai
276,蜈蚣,蜈蚣,ghiā-gang,Gia5kang1,Giâ-kang
277,跳蚤,家蚤,gā-zàu,Ka1cau2,Ka-cháu
278,旗魚,"丁挽魚
 旗魚","dīng-bhān-hĭ
 gī-hĭ","Ting1ban2hi5
 Ki5hi5","Teng-bán-hî
 Kî-hî"
279,熊,熊,hĭm,Him5,Hîm
280,蒼蠅,胡蠅,hō-sĭn,Hoo5sin5,H²-sîn
281,蜻蜓,田蠳,cān-in/en,Chan5inn1/enn1,Chhân-i /e°
282,蜥蜴,"四跤蛇
 杜定","sì-kā-zŭa
 do-dīng","Si3kha1cua5
 Too7ting7","Sì-kha-chôa
 T³-tëng"
283,蜘蛛,蜘蛛,dī-du,Ti1tu1,Ti-tu
284,蝦,蝦仔,hē-à,He5a2,Hê-á
285,蝸牛,露螺,lo-lĕ,Loo7le5,L³-lê
286,蝨子,虱母,sat-bhù/bhòr,Sat4bu2/bo2,Sat-bú/bó
287,蝙蝠,"密婆夜婆
 日婆","bhit-bŏr
 ia-bŏr rit-bŏr","Bit8po5 ia7po5
 Jit8po5","B…t-pô iä-pô
 J…t-pô"
288,蝌蚪,"肚拐仔 大肚拐仔 烏肚拐仔
 腌嬰仔","do-guain-à
 dua-do-gūain-à ō- do-gūain-à ām-ēn-à","Too7kuainn2a2
 Tua7too7kuainn7a2;
 Oo1too7kuainn7a2;
 am1enn1a2","T³-kóai°-á
 töa-t³-kóai°-á
 ¬-t³-kóai°-á
 am-e°-á"
289,豬,豬仔,dī-à,Ti1a2,Ti-á
290,壁虎,蟮蟲仔,sian-tāng-à,Sian7thang5a2,Siän-thâng-á
291,螃蟹,"毛蟹
 紅蟳蟳仔","mō-hē āng-zĭm
 zīm-à","Moo5he7 ang5cim5
 cim5a2","M²-h âng-chîm
 chîm-á"
292,螞蟥,蜈蜞,ngō/ghō-kĭ,Ngoo5/goo5khi5,Ng²/g²-khî
293,螞蟻,狗蟻,gau-hiā,Kau2hia7,Káu-hiä
294,螢火蟲,火金姑,hue-gīm-go,Hue2kim1koo1,Hóe-kim-k¬
295,貓,貓仔,niāu-à,Niau1a2,Niau-á
296,貓頭鷹,"孤黃
 暗光鳥貓頭鳥","gō-ňg
 àm-gōng-ziàu niāu-tāu- ziàu","Koo1ng5 am3kong1ciau2
 niau1thau5ciau2","K¬-£g
 àm-kong-chiáu
 niau-thâu-chiáu"
297,鋼盔魚、鱟,鱟,hāu,Hau7,häu
298,錦雞,金雞,gīm-ge,Kim1ke1,Kim-ke
299,鮑魚,鮑魚,bāu-hĭ,Pau1hi5,Pau-hî
300,龍蝦,龍蝦,liōng-hĕ,Liong5he5,Liông-hê
301,龜,龜,gu,Ku1,Ku
302,蟑螂,虼蠽,gā-zuah,Ka1cuah8,Ka-chõah
303,螳螂,草猴,cau-gău,Chau2kau5,Chháu-kâu
304,鍬形蟲,牛屎龜,gū-sai-gu,Gu5sai2ku1,Gû-sái-ku
305,獨角仙,"獨跤仙 獨跤金龜
 水牛kang2","dok-kā-sian dok-kā-gīm-gu
 zui-ghū-gàng","Tok8kha1sian1; Tok8kha1kim1ku1
 Cui2gu5kang2","Tõk-kha-sian Tõk-kha-kim-ku
 chuí-gû-káng"
306,鮪魚,"串(chng2)
 仔魚",cng-à-hĭ,Chng2a2hi5,Chh¡g-á-hî
307,黑鮪魚,烏甕串kam2-too2,ō-àng-cang gam-dò,Oo1ang3chang3 kam2too2,¬-àng-chhàng Kám-t¯
308,鮭魚,紅鰱魚,āng-liān-hĭ,Ang5lian5hi5,Âng-liân-hî
309,鴿子,粉鳥,hun-ziàu,Hun2ciau2,Hún-chiáu
310,鯽魚,鯽仔魚,zit-a-hĭ,Cit4a2hi5,Chit-á-hî
311,鼬鼠,"赤鼠
 黃葉貍","cià-cì/cù
 n̄g-hiorh-bhă","Chiah4chi2/chu2
 Ng5hioh8ba5","Chhiah-chhí/chhú
 £g-hiõh-bâ"
312,鼬獾,臭腥貍仔,càu-cīn-bhā-à,Chau3chinn1ba5a2,Chhàu-chhi°-bâ-á
313,鮸魚,鮸,bhiàn,bian2,Bián
314,蠍子,蠍 giat4 仔,ghiat-à,Giat4a2,Giat-á
315,蟾蜍,螿蜍,ziūn-zĭ,Ciunn1ci5,Chiu°-chî
316,鯨魚,海翁,hai-ang,Hai2ang1,Hái-ang
317,鯨鯊,"豆腐鯊
 大戇鯊","dau-hu-sua
 dua-ghong-sua","Tau7hu7sua1
 Tua7gong7sua1","Täu-hü-soa
 Töa-göng-soa"
318,鯧魚,"烏鯧
 白鯧","ō-ciun
 beh-ciun","Oo1chiunn1
 Peh8chiunn1","¬-chhiu°
 pçh-chhiu°"
319,鯖魚,"花鯡
 san2-bah4
 青喙","hūe-hui sàn-bāh
 cīn-cui","Hue1hui1 San3bah4
 chinn1chhui3","Hoe-hui sàn-bah
 chhi°-chhùi"
320,鵪鶉,無尾鵪鶉,bhō-bhùe-iān-tŭn/cŭn,Bo5bue2Ian1thun5/chun5,bô-bóe-ian-thûn/chhûn
321,鯰魚,鯰,liăm,Liam5,Liâm-hî
322,鱉,鱉,bīh,Pih4,Pih
323,鰻魚,鰻,mŭa,Mua5,Môa
324,鱈魚,鱈魚,suat-hĭ,Suat4hi5,Soat-hî
325,鰹魚,小串仔,sior-cng-à,Sio2chng3a2,Sió-chh¡g-á
326,鱔魚,鱔魚,sian-hĭ,Sian7hi5,Siän-hî
327,鷸,"海滑溜仔
 水尖仔","hai-gut-liū-à
 zui-ziām-à","Hai2kut8liu1a2
 Cui2ciam1a2","Hái-kýt-liu-á;
 Chúi-chiam-á"
328,蠶,娘仔,niū-à,Niu5a2,Niû-á
329,蠶蛹,娘仔豆,niū-a-dāu,Niu5a2tau7,Niû-á-täu
330,蜂蛹,蜂蝦,pāng-hĕ,Phang1he5,Phang-hê
331,蠶蛾,"蝶仔
 娘仔蝶仔","iah-à
 niū-a-iah-à","Iah8a2
 niu5a2iah8a2","Iãh-á
 niû-á-iãh-á"
332,綠蠵龜,"菜龜(澎
 湖)",cài-gu,Chai3ku1,Chhài-ku
333,綠繡眼,青苔仔,cēn-dī-à,Chenn1ti5a2,Chhe°-tî-á
334,鱸魚,鱸魚,lō-hĭ,Loo5hi5,L²-hî
335,鸚鵡,鸚哥,īng-gor,Ing1ko1,Eng-ko
336,七里香,七里香,cit-li-hiong,Chit4li2hiong1,Chhit-lí-hiong
337,九重葛,刺仔花,cì-a-hue,Chi3a2hue1,Chhì-á-hoe
338,山芙蓉,狗頭芙蓉 山芙蓉,gau-tāu-pū-iŏng sūan-pū-iŏng,"Kau2thau5phu5iong5
 

 suann1phu5iong5","Káu-thâu-phû-iông
 

 Soa°-phû-iông"
339,山黃麻,"山油麻仔
 麻布樹","sūan-iū-mūa-à
 mūa-bò-ciū","Suann1iu5mua5a2
 Mua5poo3chiu7","Soa°-iû-môa-á
 Môa-p±-chhiü"
340,月桃,月桃,ghueh-tŏr,Gueh8tho5,Gõeh-thô
341,月橘,"七里香
 石柃","cit-li-hiong
 ziorh-līng","Chit4li2hiong1
 Cioh8ling7","Chhit-lí-hiong
 Chiõh-lëng"
342,木麻黃,"麻黃仔
 木麻","mūa-hōng-à
 bhok-mŭa","Mua5hong5a2
 Bok8mua5","Môa-hông-á
 Bõk-môa"
343,木棉,"紅棉
 木棉 斑芝","āng-mĭ
 bhok-mĭ bān-zi","Ang5mi5 bok8mi5
 pan1ci1","Âng-mî bõk-mî
 Pan-chi"
344,火炭母草,鳥炭子 凊飯藤,ō-tùan-zì cìng-bng-dĭn,Oo1thuann3ci2 Ching3png7tin5,¬-thòa°-chí chheng-p¤g-tîn
345,仙人掌,"刺球 戒火草
 火莧","cì-giŭ
 riōng-hue-càu hue-hīng","Chi3kiu5 jiong5hue2chau2
 hue2hing7","Chhì-kiû
 jiông-hóe-chháu
 hóe-hëng"
346,冬瓜,冬瓜,dāng-gue,Tang1kue1,Tang-koe
347,冬蟲夏草,冬蟲夏草,dōng-tiŏng-ha-còr,Tong1thiong5ha7cho2,"Tong-thiông-
 hä-chhó"
348,台灣百合,"山蒜頭
 師公鈃","sūan-sùan-tău
 Sāi-gōng-ghiang","Suann1suan3thau5
 sai1kong1giang1","Soa°-sòan-thâu
 Sai-kong-giang"
349,白茅,"茅草
 

 茅仔草 地筋","hm- càu hm̄-a-càu
 de-gin","Hm5chau2
 Hm5a2chau2 te7kin1","h—-chháu
 h—-á-chháu të-kin"
350,白菖蒲,"燕子花
 白菖蒲","ìn-a-hue
 beh-ciōng-pŏ","Inn3a2hue1
 peh8chiong1phoo5","Ì°-á-hoe
 pçh-chhiong-ph²"
351,向日葵,"太陽花
 日頭花","tài-iōng-hue
 rit-tāu-hue","Thai3iong5hue1
 Jit8thau5hue1","Thài-iông-hoe
 J…t-thâu-hoe"
352,合歡,"合歡 愛睏樹
 夜合樹","hap-huan ài-kùn-ciū
 ia-hap-ciū","Hap8huan1 ai3khun3chiu7
 ia7hap8chiu7","Hãp-hoan
 ài-khùn-chhiü
 iãh-hãp-chhiü"
353,朱菫,"大紅花 啄鼻仔花
 燈藍花","dua-āng-hue dok-pīn-a-hue
 dīng-nā-hue","Tua7ang5hue1 tok4phinn7a2hue1
 ting1na5hue1","Töa-âng-hoe tok-ph„°-á-hoe
 teng-nâ-hoe"
354,百日紅,圓仔花,īn-a-hue,Inn5a2hue1,Î°-á-hoe
355,百合花,"鼓吹花
 鈴鐺仔花","go-cūe-hue
 līng-dāng-a-hue","Koo2chue1hue1
 ling5tang1a2hue1","K¯-chhoe-hoe
 lêng-tang-á-hoe"
356,含笑花,含笑花,hām-siàu-hue,Ham5siau3hue1,Hâm-siàu-hoe
357,含羞草,見笑草 畏羞草,giàn-siàu-càu uì-siū-càu,Kian3siau3chau2 ui3siu1chau2,Kiàn-siàu-chháu Ùi-siu-chháu
358,夾竹桃,"半年紅
 桃竹","bùan-nī-ăng
 tōr-dīk","Puann3ni5ang5
 tho5tik4","Pòa°-nî-âng
 thô-tek"
359,杜鵑花,"滿山紅
 杜鵑花","mua-sūan-ăng
 do-gūan-hue","Mua2suann1ang5
 too7kuan1hue1","Móa-soa°-âng
 T³-koan-hoe"
360,肖楠,黃肉仔,n̄g -bhah-à,Ng5bah4a2,£g-bah-á
361,芒花,"菅芒花
 鹿蔥花","gūan-bhang-hue
 lok-cāng-hue","Kuann1bang5hue1
 lok8chang1hue1","Koa°-bâng-hoe
 Lõk-chhang-hoe"
362,芒草,菅芒菅蓁,gūan-bhang gūan-zin,Kuann1bang5 Kuann1cin1,Koa°-bâng Koa°-chin
363,車前草,車輪菜,ciā-lian-cai,Chia1lian2chai3,Chhia-lián-chhài
364,夜來香,夜來香,ia-lāi-hiong,Ia7lai5hiong1,Iä-lâi-hiong
365,松果,松柏檑 柴檑,siōng-bik-lŭi cā-lŭi,Siong5pik4lui5 Cha5lui5,Siông-pek-lûi Chhâ-lûi
366,松柏,松柏,siōng-bīk,Siong5pik4,siông-phek
367,松樹,松仔,zīng-à cīng-à,"Cing5a2
 ching5a2","chêng-á
 chhêng-á"
368,油桐,油桐,iū-dŏng,Iu5tong5,Iû-tông
369,爬牆虎,"地錦
 紅葡萄藤 爬山虎","de-ghìm
 āng-pū-dōr-dĭn bè-sūan-hò","Te7gim2 ang5phu5to5tin5
 peh4suann1hoo2","Të-gím
 âng-phû-tô-tîn
 peh-soa°-h¯"
370,玫瑰花,玫瑰花,mūi-gùi-hue,Mui5kui3hue1,Mûi-kùi-hoe
371,芭蕉,山芎蕉,sūan-gīng-zior,Suann1king1cio1,Soa°-keng-chio
372,青苔,青苔,cīn/cēn-dĭ,Chinn1/chenn1ti5,Chhe°-tî
373,鬼針草,赤查某 咸豐草,ham-hōng-càu,Ham5hong1chau2,Kúi-chiam-chháu
374,扁柏、紅檜,檜木,gùe-bhok,Kue3bok8,Khòe-bõk
375,春不老,春不老 山豬肉,cūn-but-lòr/nò sūan-dī-bhāh,"Chun1put4lo2/noo2
 

 Suann1ti1bah4",Chhun-put-ló/n¯; Soa°-ti-bah
376,昭和草,"神仙葉
 野木耳","sīn-siān-hiorh
 ia-bhok-nì","Sin5sian1hioh8
 Ia2bok8ni2","Sîn-sian-hiõh
 Iá-bõk-ní"
377,珍珠仔菜,角菜,gak-cai,Kak4chai3,Kak-chhài
378,相思樹,相思仔,siūn-sī-à,Siunn1si1a2,Siu°-si-á
379,五梨跤,紅茄苳跤,āng-gā-dāng-ka,Ang5ka1tang1kha1,âng-ka-tang-kha
380,紅楠,豬跤楠,dī-kā-lăm,Ti1kha1lam5,Ti-kha-lâm
381,紅檜,紅豆杉,āng-dau-sam,Ang5tau7sam1,Âng-täu-sam
382,茅草,茅草,hm-càu,hm5chau2,h—-chháu
383,茉莉,茉莉,bhuat/bha-lī,Buat8/ba7li7,Boãt/bä-l„
384,重陽木,茄苳樹,gā-dāng-ciū,Ka1tang1chiu7,Ka-tang-chhiü
385,香蒲,水燭,zui-zīk,Cui2cik4,Chúi-chek
386,桔梗蘭,竹葉蘭,dik-hiorh-lăn,Tik4hioh8lan5,Tek-hiõh-lân
387,桑樹,"娘仔樹
 桑仔樹 桑材樹","niū-a-ciū
 sn̄g -a-ciu
 sn̄g -zāi-ciū","Niu5a2chiu7 sng1a2chiu7
 sng1cai5chiu7","Niû-á-chhiü sng-á-chhiü
 sng-châi-chhiü"
388,桃花,桃花,tōr-hue,Tho5hue1,Thô-hoe
389,桃金孃,水刀蓮ni5,zui-dōr-nĭ,Cui2to1ni5,Chúi-to-nî
390,海藻,海草,hai-càu,Hai2chau2,Hái-chháu
391,破布子,樹子仔,ciu-zi-à,Chiu7ci2a2,Chhiü-chí-á
392,草海桐,海桐草,hai-dōng-càu,Hai2tong5chau2,Hái-tông-chháu
393,馬齒莧,豬母乳 長命葉,dī-bhor/bhu-ling/ni dn̄g -mia-hiorh,"Ti1bo2/bu2ni1/ling1
 

 Tng5mia7hioh8",Ti-bó/bú-ni/ling T£g-miä-hiõh
394,"隼人瓜、
 佛手瓜",馨瓜仔,hiōng-gūe-à,Hiong1kue1a2,Hiong-koe-á
395,密花苧麻,"粗糠殼
 蝦公鬚","cō-kn̄g -kāk
 hē-gōng/gāng-ciu","Choo1khng1khak4
 he5kong1/kang1chiu7","Chh¬-khng-khak
 Hê-kang-chhiu"
396,康乃馨,剪絨仔花,zian-riöng-a-hue,Cian2jiong5a2hue1,Chián-jiông-hoe
397,牽牛花,"碗公花 番仔藤 藤仔花 鼓吹花
 牽牛子","uan-gōng-hue hūan-a-dĭn dīn-a-hue
 go-cūe-hue kān-ghū-zì","Uann2kong1hue1 huan1a2tin5 tin5a2hue1 koo2chue1hue1
 khan1gu5ci2","Oá°-kong-hoe hoan-á-tîn
 tîn-á-hoe
 k¯-chhoe-hoe
 khan-gû-chí"
398,甜青椒,青番薑仔青大同仔,cēn-hūan-giūn-à cēn-dai-dōng-à,"Chenn1huan1kiunn1a2
 

 chenn1tai7tong5a2",Chhe°-hoan-kiu°-á Chhe°-täi-tông-á
399,荷花,荷花,hōr-hue,Ho5hue1,Hô-hoe
400,莧菜,杳菜,hing-cai,hing7chai3,hëng-chhài
401,野牡丹,"埔筆仔
 九螺仔花","bō-bit-à
 gau-lē-a-hue","Poo1pit4a2
 kau2le5a2hue1","P¬-pit-a
 káu-lê-á-hoe"
402,野鴨椿,雞屎柴 鳥腱花,gē-sai-că ziau-giàn-hue,Ke1sai2cha5 ciau2kian7hue1,Ke-sái-chhâ chíau-kiàn-hoe
403,野薑花,蝶(iah)仔花,iā-a-hue,Iah8a2hue1,Iãh-á-hoe
404,雀榕,鳥榕赤榕,ziau-cĭng cià-cĭng,Ciau2ching5 chiah4ching5,Chíáu-chhêng chhiah-chhêng
405,鳥木臼,"烏油 烏樹果
 木油樹","ō-iŭ
 ō-ciu-gòr bhok-iū-ciū","Oo1iu5 oo1chiu7koo2
 bok8iu5chiu7","¬-iû
 ¬-chhiü-kó
 bãk-iû-chhiü"
406,鳥巢蕨,"歪頭菜
 覓鴞翼","uāi-tāu-cai
 bha-hiorh-sit","Uai1thau5chai3;
 Ba7hioh8sit8","Oai-thâu-chhài
 bä-hiõh-s…t"
407,鳥鞍藤,鱟藤,hau-dĭn,Hau7tin5,Hâu-tîn
408,"棕葉狗尾草",風颱草,hōng-tāi-càu,Hong1thai1chau2,Hong-thai-chháu
409,番茄仔,"柑仔蜜
 臭柿仔","gām-a-bhit
 càu-kī-à","Kam1a2bit8
 Chau3khi7a2","Kam-á-b…t
 Chhàu-kh„-á"
410,腎蕨,"鐵雞蛋
 鳳凰蛋（球蕨）","tì-gē-n n̄g
 hong-hōng-nn̄g","Thih4ke1nng7
 Hong7hong5nng7",Thih-ke-n¤g Höng-hông-n¤g
411,萊豆,"皇帝豆
 皇格豆",hōng-dè-dāu hōng-gè-dāu,"Hong5te3tau7
 Hong5keh4tau7","Hông-tè-täu
 Hông-keh-täu"
412,菊花,菊花,giok-hue,Kiok4hue1,Kiok-hoe
413,越瓜,"醃瓜仔
 庵瓜仔","ìm-gūe-à
 ām-gūe-à","Im3kue1a2
 Am1kue1a2","Ìm-koe-á
 Am-koe-á"
414,黃秋葵,假三念 鳥庫拉,ge-sān-liām ziau-kò-liap,Ke2sann1liam7 Ciau2khoo3liap8,Ké-sa°-liäm Chiáu-kh±-liãp
415,黃荊,埔姜仔,bō-giūn-à,Poo1kiunn1a2,P¬-kiu°-á
416,黃槿,粿葉樹,gue-hiorh-ciū,Kue2hioh8chiu7,Kóe-hiõh-chhiü
417,黑松,烏松,ō-siŏng,Oo1siong5,¬-siông
418,酢漿草,盬酸仔草,iām-sng-a-càu,Iam5sng1a2chau2,Iâm-sng-á-chháu
419,楊梅,樹梅,ciu-mŭi/ m̆,Chiu7mui5/m5,Chhiü-mûi/—
420,楓樹,楓仔樹,bn̄g -a-ciū,Png1a2chiu7,Png-á-chhiü
421,楝樹,苦苓仔,ko-līng-à,Khoo2ling5a2,Kh¯-lêng-á
422,"稜角絲瓜、角瓜",澎湖菜瓜,pēn-ō-cài-gue,Phenn5oo5chai3kue1,Phê°-²-chhài-koe
423,萱草,金針花,gīm-ziām-hue,Kim1ciam1hue1,Kim-chiam-hoe
424,雷公根,蚶殼仔草 含殼草,hām-kak-a-càu hām-kak -càu,"Ham1khak4a2chau2
 

 Ham5khak4chau2","Ham-khak-á-chháu
 

 Hâm-khak-chháu"
425,鼠麴草,厝殼草 厝角草 清明草,"cù-kak-càu cù-gak-càu
 cīng-bhīng-càu",Chu3khak4chau2 Chu3kak4chau2 Ching1bing5chau2,Chhù-khak-chháu chhù-kak-chháu chheng-bêng-chháu
426,榕樹,榕仔,cīng-à,Ching5a2,Chhêng-á
427,構樹,鹿仔樹,lok-a-ciū,Lok8a2chiu7,Lõk-á-chhiü
428,綠竹,綠竹仔,lik-dik-à,Lik8tik4a2,Lçk-tek-á
429,樟樹,樟仔,ziūn-à,Ciunn1a2,Chiu°-á
430,蓮花,蓮花,liān-hue,Lian5hue1,Liân-hoe
431,曇花,瓊花,king-hue,Khing5hue1,Khêng-hoe
432,樹蕨,"筆筒樹
 蛇木","bit-dāng-ciū
 zūa-bhok","Pit4tang5chiu7
 Cua5bok8","Pit-tâng-chhiü
 chôa-bõk"
433,鴨拓草,"鴨蹄草
 鴨跤扒","à-dē-càu
 à-kā-bĕ","Ah4te5chau2
 Ah4kha1pe5","Ah-tê-chháu
 Ah-kha-pê"
434,鴨腳木,鴨跤皮,à-kā-pŭe,Ah4kha1pue5,Ah-kha-phôe
435,龍葵,"烏子仔草
 烏甜仔菜","ō-zi-a-càu
 ō-dīn-a-cai","Oo1ci2a2chau2
 Oo1tinn1a2chai1","¬-chí-á-chháu
 ¬-ti°-á-chhài"
436,薜荔,"愛玉
 草子仔","ài-ghiok
 cau-zi-à","Ai3giok8
 chau2ci2a2","Ài-giõk
 chháu-chí-á"
437,蕺菜,"臭臊草
 臭腥草","càu-cor- càu
 càu-cīn-càu","Chau3cho1chau2
 Chau3chinn1chau2",Chhàu-chho-chháu chhàu-chhi°-chháu
438,檳榔,菁仔欉 檳榔樹,cīn/cēn-a-zăng būn/bīn-nn̄g -ciū,"Chinn1/chenn1a2cang5
 

 Pun1/pin1nng5chiu7","chhi /chhe°-á-châng
 

 pin/pun-n£g-chhiü"
439,櫻花,櫻花,īng-hue,Ing1hue1,Eng-hoe
440,鐵線蕨,"鐵線剪
 烏跤蕨","tì-sùan-zìan
 ō-kā-gūeh","Thih4suann3cian2
 Oo1kha1kueh4","Thih-sòa°-chián
 ¬-kha-koeh"
441,欖仁樹,"雨傘樹 島朴仔
 枇杷樹","ho-sùan-ciū dor-pok-à
 bī-bē-ciū","Hoo7suann3chiu7 to2phok4a2
 pi5pe5chiu7","H³-sòa°-chhiü tó-phò-á
 Pî-pê-chhiü"
442,BB Call,呼機仔,kō-gī-à,Khoo1ki1a2,Kh¬-ki-á
443,下擺,"下跤裾
 衫仔裾",e-kā-gi sān-a-gi,"E7kha1ki1
 Sann1a2ki1","Ë-kha-ki
 Sa°-á-ki"
444,千斤頂,"鐵人 銅人
 千斤秤",tì-lăng dāng-lăng cīan-gīn-cin,"Thih4lang5 tang5lang5
 chian1kin1chin3","Thih-lâng tâng-lâng
 chhian-kin-chhìn"
445,叉子,攕仔,ciam-à,Chiam2a2,Chhiám-á
446,口紅,胭脂,iān-zi,Ian1ci1,Ian-chi
447,口袋,"橐袋仔
 褲袋仔",lak-dē-à kò-dē-à,"Lak4te7a2
 Khoo3te7a2","Lak-të-á
 Kh±-të-á"
448,口罩,喙掩,cùi-am,Chui3am1,Chhùi-am
449,大哥大,手機仔,ciu-gī-à,Chiu2ki1a2,Chhiú-ki-á
450,小椅子,椅頭仔,i-tāu-à,I2thau5a2,Í-thâu-á
451,工具,傢俬,kē-si,Ke1si1,Ke-si
452,不鏽鋼,白鐵仔,peh-tì-à,Peh8thih4a2,Pçh-thih-á
453,內衣,內衫,lai-san,Lai7sann1,Läi-sa°
454,內胎,內奶,lai-ni/ling,Lai7ni1/ling1,Läi-ni/leng
455,天花板,"天篷
 天河板",tiān-bŏng tiān-hōr-bàn,"Thian1pong5
 Thian1ho5pan2","Thian-pông
 Thian-hô-pán"
456,手帕,手巾仔,ciu-gīn-à,Chiu2kin1a2,Chhiú-kin-á
457,手套,手橐仔 手囊仔,ciu-lōnkg-à-à,"Chiu2lok4a2
 Chiu2long5a2","Chhiú-lok-á
 chhiú-lông-á"
458,手推車,拺車,sak-cia,Sak4chia1,Sak-chhia
459,手電筒,手電仔,ciu-diān-à,Chiu2tian7a2,Chhiú-tiän-á
460,手錶,手錶仔,ciu-bior-à,Chiu2pio2a2,Chhiú-pió-á
461,手鍊,手鍊仔,ciu-liān-à,Chiu2lian7a2,Chhiú-liän-á
462,斗笠,"葵笠仔
 草笠仔",gūe-leh-à cau-leh-à,"Kue1leh8a2
 Chau2leh8a2","Koe-lçh-á
 Chháu-lçh-á"
463,日曆,曆日,lah-rit,Lah8jit8,Lãh-j…t
464,木材,木材,bhok-zăi,Bok8cai5,Bõk-châi
465,木炭,火炭,hue-tuan,Hue2thuann3,Hóe-thòa°
466,木屐,"木屐
 柴屐",bhak-giah cā- giah,"Bak8kiah8
 Cha5kiah8","Bãk-kiãh
 chhâ-kiãh"
467,毛巾,面巾,bhin-gin,Bin7kin1,B„n-kin
468,毛玻璃,霧玻璃,bhu-bōr-lĕ,Bu7po1le5,Bü-po-lê
469,毛線衣,膨紗衫,pòng-sē-san,Phong3se1sann1,Phòng-se-sa°
470,水井,"鼓井（古井）
 泉仔","go-zèn/zìn
 zūan-à","Koo2cenn2/cinn2
 Cuann5a2","K¯-ché°/chí 
 Chôa°-á"
471,水果攤,果籽擔,gue-zi-dan,Kue2ci2tann3,Kóe-chí-tà°
472,水泥,紅毛塗,āng-mō/mn̄g -tŏ,Ang5moo5/mng5thoo5,Âng-m²/m£g-th²
473,水壺,水筒(すいとう),sŭi-dò,Sui5too2,Sûi-t¯
474,水渠,圳溝,zùn-gau,Cun3kau1,Chùn-kau
475,水龍頭,水道頭,zui-dor-tău,Cui2to7thau5,Chúi-tö-thâu
476,火爐,烘爐,hāng-lŏ,Hang1loo5,Hang-l²
477,牙刷,齒抿,ki-bhìn,Khi2bin2,Khí-bín
478,牙膏,齒膏,ki-gor,Khi2ko1,Khí-ko
479,牙籤,齒托,ki-tōk,Khi2thok4,Khí-thok
480,外套,"外套
 裘仔","ghua-tor
 hiū-à","Gua7tho3
 Hiu5a2","Göa-thò
 Hiû-á"
481,瓦房,瓦厝,hia-cu,Hia7chu3,Hiä-chhù
482,田地,"塍
 田園","căn
 cān-hňg","Chan5
 chan5hng5","Chhân
 Chhân-h£g"
483,印泥,印色,ìn-sīk,In3sik4,Ìn-sek
484,名片,名誌,bhīng-zi,Bing5ci3,Bêng-chì
485,灰塵,坱埃,īng-ia,Ing1ia1,Eng-ia
486,百摺裙,百襉裙,bà-ging-gŭn,Pah4king2kun5,Pah-kéng-kûn
487,竹竿,竹篙,dik-gor,Tik4ko1,Tek-ko
488,竹筏,竹排仔,dik-bāi-à,Tik4pai5a2,Tek-pâi-á
489,米缸,"米缸
 米甕","bhi-gng
 bhi-ang","Bi2kng1
 bi2ang3","Bí-kng
 bí-àng"
490,耳環,耳鉤,hinn-gau,Hinn7kau1,H„°-kau
491,自來水,水道水,zui-dor-zùi,Cui2to7cui2,Chúi-tö-chúi
492,衣服的裡子,內裡,lai-lì,Lai7li2,Läi-l…h
493,衣架,衫弓仔,sān-gīng-à,Sann1king1a2,Sa°-keng-á
494,衣袖,手袂,ciu-ǹg,Chiu2ng2,Chhiú-¡g
495,衣櫥,衫仔櫥,sān-a-dŭ,Sann1a2tu5,Sa°-á-tû
496,西裝,西裝,sē-zong,Se1cong1,Se-chong
497,伸縮帶,糾帶,giù-dua,Kiu3tua3,Kiù-tòa
498,別針,鉼針,bin-ziam,Pin2ciam1,Pín-chiam
499,別墅,別莊,biat-zong,Piat8cong1,Piãt-chong
500,刨刀,摳刀,kāu-dor,Khau1to1,Khau-to
501,床單,床巾,cn̄g -gin,Chng5kin1,Chh£g-kin
502,床鋪,眠床,bhīn-cňg,Bin5chng5,Bîn-chh£g
503,床頭邊,眠床頭,bhīn-cn̄g -tău,Bin5chng5thau5,Bîn-chh£g-thâu
504,戒指,手指,ciu-zì,Chiu2ci2,Chhiú-chí
505,杓子,鱟桸,hau-hia,Hau7hia1,Häu-siãh
506,沙發,膨椅,pòng-ì,Phong3i2,Phòng-í
507,汽球,雞胿仔,gē-gūi-à,Ke1kui1a2,Ke-kui-á
508,走廊,亭仔跤,dīng-a-ka,Ting5a2kha1,Têng-á-kha
509,車站,"車頭
 車站","ciā-tău
 ciā-zām","Chia1thau5
 Chia1cam7","Chhia-thâu
 Chhia-chäm"
510,供桌,尪架桌,āng-gè-dōrh,Ang1ke3toh4,Ang-kè-toh
511,兒童床,囡仔眠床,gin-a-bhīn- cňg,Gin2a2bin5chng5,Gín-á-bîn-chh£g
512,刷子,抿仔 筅仔 攄仔,"bhin-a
 cing-a lu-a",Bin2a2 ching2a2 Lu1a2,Bín-á chhéng-á Lù-á
513,制服,制服,zè-hok,Ce3hok8,Chè-hõk
514,呼拉圈,健腰箍仔,gian-iōr-kō-à,Kian7io1khoo1a2,Kiän-io-kh¬-á
515,垃圾桶,糞埽桶,bùn-sòr-tàng,Pun3so3thang2,Pùn-sò-tháng
516,官邸,公館,gōng-gùan,Kong1kuan2,Kong-kóan
